,code,market_cap,SMB,BM,HML,price,nextPrice,up,pubDate,date
713,000630.XSHE,199.33,M,0.340878079245,M,2.7645,3.565,YES,2009-04-27,2009-05-01
714,601958.XSHG,406.55,B,0.342713629968,M,11.3655,15.6645,YES,2009-04-29,2009-05-01
715,601168.XSHG,326.23,B,0.34276935338299996,M,11.873,11.9155,NO,2009-04-21,2009-05-01
716,600000.XSHG,1311.73,B,0.34323620548699996,M,5.0715,6.859,YES,2009-04-30,2009-05-01
717,600183.XSHG,65.65,S,0.344502370058,M,4.0975,7.2275,YES,2009-04-22,2009-05-01
718,600428.XSHG,130.52,M,0.347965693789,M,8.716000000000001,8.9555,NO,2009-04-28,2009-05-01
719,600997.XSHG,150.69,M,0.34834214526199997,M,10.4585,20.735,YES,2009-04-23,2009-05-01
720,600221.XSHG,188.52,M,0.353635828183,M,2.326,3.5265,YES,2009-04-30,2009-05-01
721,600325.XSHG,139.14,M,0.354674662473,M,7.936,6.9365,NO,2009-04-22,2009-05-01
722,601991.XSHG,850.52,B,0.355114263209,M,6.1645,6.8705,NO,2009-04-28,2009-05-01
723,600153.XSHG,138.49,M,0.357000590649,M,4.751,6.0920000000000005,YES,2009-04-30,2009-05-01
724,600030.XSHG,1607.89,B,0.357775148424,M,13.3625,15.6435,NO,2009-04-30,2009-05-01
725,600036.XSHG,2279.6201,B,0.360459193444,M,8.385,11.147,YES,2009-04-30,2009-05-01
726,000680.XSHE,86.47,S,0.36131037769100005,M,7.3309999999999995,7.577,NO,2009-04-17,2009-05-01
727,600638.XSHG,78.11,S,0.36392485799400004,M,12.457,13.344999999999999,NO,2009-04-23,2009-05-01
728,601003.XSHG,116.09,M,0.365057114109,M,4.358,6.0055,YES,2009-04-28,2009-05-01
729,000917.XSHE,66.44,S,0.36679654762900005,M,7.2535,9.172,YES,2009-04-30,2009-05-01
730,600508.XSHG,117.8,M,0.371610590033,M,13.692499999999999,20.825499999999998,YES,2009-04-28,2009-05-01
731,601088.XSHG,4918.7002,B,0.372466293918,M,14.94,18.5215,NO,2009-04-29,2009-05-01
732,601666.XSHG,267.5,B,0.375530122766,M,9.053999999999998,14.085999999999999,YES,2009-04-28,2009-05-01
733,600874.XSHG,86.78,S,0.37615613343099996,M,5.8205,7.1715,NO,2009-04-29,2009-05-01
734,000024.XSHE,435.51,B,0.37762869461599996,M,14.866,12.998999999999999,NO,2009-04-21,2009-05-01
735,601601.XSHG,1351.35,B,0.378902572961,M,14.367999999999999,22.136499999999998,YES,2009-04-27,2009-05-01
736,600837.XSHG,1052.34,B,0.380507879854,M,11.704,13.2775,NO,2009-04-17,2009-05-01
737,000968.XSHE,76.86,S,0.382979793992,M,14.299,18.893,YES,2009-04-20,2009-05-01
738,000768.XSHE,245.4,M,0.38322320496699996,M,9.769,12.5135,YES,2009-04-24,2009-05-01
739,002142.XSHE,238.25,M,0.38333097233999996,M,4.9719999999999995,7.7465,YES,2009-04-29,2009-05-01
740,000829.XSHE,56.44,S,0.38395855221999997,M,5.34,13.879999999999999,YES,2009-04-29,2009-05-01
741,600780.XSHG,43.12,S,0.384172684841,M,4.522,5.5855,NO,2009-04-28,2009-05-01
742,601001.XSHG,235.57,M,0.38445523922499997,M,10.787500000000001,17.7095,YES,2009-04-28,2009-05-01
743,600549.XSHG,87.91,S,0.38601391270999996,M,9.753,13.521,YES,2009-04-30,2009-05-01
744,600266.XSHG,96.77,M,0.38663659913099996,M,7.715999999999999,9.385,NO,2009-04-30,2009-05-01
745,600037.XSHG,111.97,M,0.388035591018,M,9.5435,14.8425,YES,2009-04-29,2009-05-01
746,600188.XSHG,698.9,B,0.390237873791,M,11.807500000000001,20.0195,YES,2009-04-27,2009-05-01
747,600631.XSHG,139.5,M,0.393701133763,M,11.6255,16.5495,YES,2009-04-30,2009-05-01
748,600649.XSHG,276.46,B,0.394524514256,M,7.9944999999999995,8.154499999999999,NO,2009-04-30,2009-05-01
749,600017.XSHG,76.27,S,0.39490440232900004,M,3.821,4.686,NO,2009-04-28,2009-05-01
750,600236.XSHG,123.13,M,0.39697906123899995,M,5.023,4.757,NO,2009-04-29,2009-05-01
751,600601.XSHG,71.13,S,0.39984351101099996,M,3.3645,4.8235,YES,2009-04-23,2009-05-01
752,600320.XSHG,405.26,B,0.399984457025,M,8.944500000000001,7.942,NO,2009-04-29,2009-05-01
753,600879.XSHG,72.02,S,0.402120603025,M,3.7415,5.8454999999999995,YES,2009-04-24,2009-05-01
754,601857.XSHG,21175.5293,B,0.407601602425,M,9.158999999999999,10.136,NO,2009-04-28,2009-05-01
755,601600.XSHG,1399.78,B,0.415416113496,M,10.375,12.163,NO,2009-04-30,2009-05-01
756,000301.XSHE,59.94,S,0.41592291910499996,M,4.439,6.149,YES,2009-04-20,2009-05-01
757,601186.XSHG,1179.47,B,0.417815694507,M,8.125,7.0855,NO,2009-04-29,2009-05-01
758,000767.XSHE,51.63,S,0.423716088077,M,3.915,5.32,YES,2009-04-28,2009-05-01
759,600595.XSHG,62.77,S,0.42533753266400004,M,4.46,12.024999999999999,YES,2009-04-29,2009-05-01
760,000002.XSHE,932.39,B,0.426134497879,M,6.7295,6.9795,NO,2009-04-27,2009-05-01
761,000807.XSHE,77.44,S,0.42639076341700005,M,5.6080000000000005,8.661000000000001,YES,2009-04-20,2009-05-01
762,600820.XSHG,89.05,S,0.427187918432,M,5.166,5.25,NO,2009-04-29,2009-05-01
763,601166.XSHG,1214.5,B,0.42809506726999996,M,6.338,9.120000000000001,YES,2009-04-28,2009-05-01
764,600028.XSHG,8462.1602,B,0.428826684312,M,5.218,6.194,NO,2009-04-29,2009-05-01
765,000338.XSHE,272.74,B,0.429533248789,M,2.9295,6.010999999999999,YES,2009-04-28,2009-05-01
766,600210.XSHG,70.83,S,0.43059856687200004,M,3.916,5.8765,YES,2009-04-22,2009-05-01
767,000625.XSHE,176.92,M,0.437325070771,M,3.62,5.6985,YES,2009-04-30,2009-05-01
768,000725.XSHE,142.81,M,0.437774348216,M,3.6245000000000003,3.751,NO,2009-04-29,2009-05-01
769,600085.XSHG,86.35,S,0.438673217711,M,6.02,8.978,YES,2009-04-29,2009-05-01
770,000089.XSHE,108.68,M,0.439583657212,M,6.0975,6.607,NO,2009-04-25,2009-05-01
771,000793.XSHE,62.16,S,0.442525777148,M,4.3245000000000005,6.5815,YES,2009-04-21,2009-05-01
772,600170.XSHG,94.73,M,0.448260686321,M,1.8925,1.9209999999999998,NO,2009-04-30,2009-05-01
773,600694.XSHG,70.99,S,0.451256467728,M,21.270000000000003,36.103,YES,2009-04-30,2009-05-01
774,600177.XSHG,253.17,M,0.453426289174,M,5.1725,7.205,YES,2009-04-30,2009-05-01
775,600500.XSHG,164.75,M,0.456871134203,M,9.238,10.810500000000001,NO,2009-04-30,2009-05-01
776,601328.XSHG,3321.8201,B,0.459735922287,M,4.1045,4.9185,NO,2009-04-29,2009-05-01
777,600011.XSHG,921.03,B,0.461763136566,M,5.629,5.1075,NO,2009-04-22,2009-05-01
778,601169.XSHG,756.03,B,0.465186130883,M,3.9175,5.0600000000000005,YES,2009-04-30,2009-05-01
779,601398.XSHG,13661.3701,B,0.46890243719400004,M,2.54,3.114,NO,2009-04-28,2009-05-01
780,600009.XSHG,264.38,B,0.46962417712,M,12.033000000000001,14.892,NO,2009-04-29,2009-05-01
781,600096.XSHG,133.9,M,0.469642555836,M,22.554499999999997,21.481,NO,2009-04-24,2009-05-01
782,000021.XSHE,73.97,S,0.473794492654,M,4.7875,9.0,YES,2009-04-30,2009-05-01
783,600835.XSHG,135.51,M,0.47414976462700004,M,10.824,10.363,NO,2009-04-24,2009-05-01
784,000758.XSHE,68.77,S,0.476315365406,M,3.9705000000000004,5.25,YES,2009-04-27,2009-05-01
785,601009.XSHG,237.68,M,0.47734747213100004,H,2.8775,3.714,YES,2009-04-30,2009-05-01
786,601939.XSHG,10305.6904,B,0.479526327754,H,2.7889999999999997,3.5330000000000004,YES,2009-04-25,2009-05-01
787,000061.XSHE,72.24,S,0.47960513489100004,H,4.8795,7.82,YES,2009-04-23,2009-05-01
788,600811.XSHG,97.19,M,0.48496039279799996,H,4.5835,5.6825,NO,2009-04-30,2009-05-01
789,601919.XSHG,1219.8199,B,0.486914800079,H,11.487,12.322,NO,2009-04-30,2009-05-01
790,600007.XSHG,88.34,S,0.4873163924,H,7.8999999999999995,9.6625,NO,2009-04-30,2009-05-01
791,000729.XSHE,165.81,M,0.49002418042499996,H,6.1525,9.681000000000001,YES,2009-04-30,2009-05-01
792,600456.XSHG,80.29,S,0.49260919802,H,18.552500000000002,21.659,NO,2009-04-22,2009-05-01
793,600961.XSHG,41.67,S,0.493007119336,H,7.931000000000001,13.093499999999999,YES,2009-04-22,2009-05-01
794,600058.XSHG,178.37,M,0.50037887382,H,17.201,16.793,NO,2009-04-23,2009-05-01
795,600104.XSHG,803.16,B,0.503434248419,H,6.119,10.872,YES,2009-04-28,2009-05-01
796,600383.XSHG,206.75,M,0.507764627037,H,4.156499999999999,6.156000000000001,YES,2009-04-18,2009-05-01
797,000088.XSHE,84.91,S,0.508168992804,H,3.7465,4.5405,NO,2009-04-30,2009-05-01
798,601898.XSHG,1380.23,B,0.509145956735,H,8.42,10.083,NO,2009-04-28,2009-05-01
799,600087.XSHG,89.71,S,0.5108349212759999,H,3.125,3.3964999999999996,NO,2009-04-17,2009-05-01
800,600978.XSHG,52.14,S,0.511030701801,H,3.99,6.448,YES,2009-04-23,2009-05-01
801,600026.XSHG,426.59,B,0.512751291399,H,10.7955,10.8945,NO,2009-04-24,2009-05-01
802,000900.XSHE,68.78,S,0.516707312456,H,3.654,5.292,YES,2009-04-28,2009-05-01
803,600299.XSHG,58.23,S,0.517688761068,H,12.2715,11.8455,NO,2009-04-27,2009-05-01
804,601998.XSHG,1893.12,B,0.519142989845,H,3.5925000000000002,5.0920000000000005,YES,2009-04-30,2009-05-01
805,601390.XSHG,1209.83,B,0.520612307249,H,4.954000000000001,4.896,NO,2009-04-29,2009-05-01
806,000422.XSHE,61.72,S,0.5221327284939999,H,8.282499999999999,12.7355,YES,2009-04-27,2009-05-01
807,600881.XSHG,139.07,M,0.522572789046,H,6.977,7.433,NO,2009-04-22,2009-05-01
808,600005.XSHG,537.7,B,0.523496706732,H,6.0504999999999995,5.361000000000001,NO,2009-04-20,2009-05-01
809,600350.XSHG,173.24,M,0.524373218192,H,3.8475,4.449999999999999,NO,2009-04-22,2009-05-01
810,600008.XSHG,137.72,M,0.524792968918,H,2.702,3.2415000000000003,NO,2009-04-24,2009-05-01
811,600100.XSHG,159.93,M,0.5311719960629999,H,7.210000000000001,11.4305,YES,2009-04-28,2009-05-01
812,600022.XSHG,122.63,M,0.5317149971490001,H,3.0564999999999998,3.541,NO,2009-04-27,2009-05-01
813,000876.XSHE,66.97,S,0.534446224692,H,3.4805,4.4655000000000005,YES,2009-04-25,2009-05-01
814,601872.XSHG,180.6,M,0.5413501123800001,H,4.6375,4.583500000000001,NO,2009-04-14,2009-05-01
815,600027.XSHG,288.41,B,0.544306711996,H,3.9945,3.8569999999999998,NO,2009-04-29,2009-05-01
816,600380.XSHG,72.9,S,0.546655716404,H,4.1555,7.9785,YES,2009-04-21,2009-05-01
817,600016.XSHG,1052.21,B,0.547162651043,H,2.8905000000000003,4.0305,YES,2009-04-23,2009-05-01
818,600015.XSHG,501.05,B,0.558318207794,H,4.3215,5.3815,NO,2009-04-30,2009-05-01
819,600282.XSHG,78.34,S,0.5585420286630001,H,3.9085,4.5565,NO,2009-04-23,2009-05-01
820,600741.XSHG,196.32,M,0.562678798894,H,5.3415,6.991,YES,2009-04-30,2009-05-01
821,000100.XSHE,109.25,M,0.567971230755,H,1.6295,2.2030000000000003,YES,2009-04-25,2009-05-01
822,600886.XSHG,106.62,M,0.571357410155,H,3.515,2.9915000000000003,NO,2009-04-20,2009-05-01
823,600863.XSHG,92.52,S,0.572728466954,H,1.7565,3.0535,YES,2009-04-25,2009-05-01
824,600270.XSHG,72.44,S,0.5741672340999999,H,6.7675,7.7865,NO,2009-04-30,2009-05-01
825,601988.XSHG,8884.3701,B,0.575765062541,H,2.191,2.7435,YES,2009-04-29,2009-05-01
826,600690.XSHG,136.13,M,0.575855891194,H,2.1494999999999997,4.216,YES,2009-04-29,2009-05-01
827,601588.XSHG,156.23,M,0.57710506142,H,4.1875,4.4185,NO,2009-04-21,2009-05-01
828,600033.XSHG,91.14,S,0.585084380482,H,3.0285,3.6254999999999997,NO,2009-04-24,2009-05-01
829,000539.XSHE,191.21,M,0.588707813438,H,4.765,5.0675,NO,2009-04-29,2009-05-01
830,600117.XSHG,50.92,S,0.591589777754,H,6.893000000000001,10.245999999999999,YES,2009-04-23,2009-05-01
831,000402.XSHE,249.11,M,0.60162751922,H,6.175,6.4955,NO,2009-04-28,2009-05-01
832,600761.XSHG,35.2,S,0.603313914196,H,4.2235,5.757,YES,2009-04-28,2009-05-01
833,000755.XSHE,34.49,S,0.605926622875,H,7.89,9.504999999999999,NO,2009-04-22,2009-05-01
834,600004.XSHG,101.43,M,0.6075998325399999,H,4.589,5.6425,NO,2009-04-28,2009-05-01
835,000825.XSHE,348.61,B,0.610567861117,H,5.4265,6.843500000000001,YES,2009-04-30,2009-05-01
836,000027.XSHE,227.3,M,0.612963463482,H,5.1735,5.8629999999999995,NO,2009-04-24,2009-05-01
837,600010.XSHG,231.24,M,0.615785733166,H,1.257,1.436,NO,2009-04-29,2009-05-01
838,000912.XSHE,59.61,S,0.620672831088,H,10.002500000000001,9.281500000000001,NO,2009-04-22,2009-05-01
839,600717.XSHG,199.3,M,0.620725515432,H,10.2275,9.524999999999999,NO,2009-04-22,2009-05-01
840,000059.XSHE,98.2,M,0.623193645436,H,7.968999999999999,11.417000000000002,YES,2009-04-17,2009-05-01
841,600795.XSHG,338.85,B,0.631311748286,H,2.3785,3.048,YES,2009-04-30,2009-05-01
842,000709.XSHE,205.6,M,0.637018128949,H,5.281499999999999,4.6690000000000005,NO,2009-04-30,2009-05-01
843,601866.XSHG,486.02,B,0.641246925487,H,4.115,4.525,NO,2009-04-28,2009-05-01
844,000959.XSHE,121.03,M,0.6468675243299999,H,3.843,4.6705000000000005,NO,2009-04-17,2009-05-01
845,600642.XSHG,270.18,B,0.659858068077,H,4.6754999999999995,5.5205,NO,2009-04-30,2009-05-01
846,600418.XSHG,60.44,S,0.662144862166,H,3.912,8.3355,YES,2009-04-23,2009-05-01
847,601333.XSHG,337.88,B,0.6642604378970001,H,3.646,3.5365,NO,2009-04-30,2009-05-01
848,000039.XSHE,224.71,M,0.6739442287180001,H,7.3075,11.6815,YES,2009-04-28,2009-05-01
849,600548.XSHG,114.7,M,0.6827051927069999,H,3.9195,4.4975000000000005,NO,2009-04-29,2009-05-01
850,000822.XSHE,59.61,S,0.687663147463,H,6.952,7.5215,NO,2009-04-21,2009-05-01
851,601005.XSHG,82.32,S,0.6881418723280001,H,4.7275,5.27,NO,2009-04-30,2009-05-01
852,600269.XSHG,117.47,M,0.6927418332709999,H,3.937,6.0115,YES,2009-04-25,2009-05-01
853,600307.XSHG,66.83,S,0.7032468818240001,H,3.768,5.7780000000000005,YES,2009-04-28,2009-05-01
854,000667.XSHE,66.95,S,0.703829722299,H,2.513,4.2524999999999995,YES,2009-04-28,2009-05-01
855,600006.XSHG,86.0,S,0.711681726512,H,3.851,5.7575,YES,2009-04-24,2009-05-01
856,600308.XSHG,56.78,S,0.7130040646420001,H,5.267,7.336500000000001,YES,2009-04-23,2009-05-01
857,600219.XSHG,128.06,M,0.7363702804760001,H,3.4400000000000004,3.891,NO,2009-04-28,2009-05-01
858,600020.XSHG,75.44,S,0.741060183865,H,2.6905,3.592,YES,2009-04-29,2009-05-01
859,600102.XSHG,71.57,S,0.753914888222,H,8.05,10.780000000000001,YES,2009-04-25,2009-05-01
860,000778.XSHE,87.85,S,0.761387490971,H,3.3895,5.2515,YES,2009-04-22,2009-05-01
861,000543.XSHE,60.68,S,0.770784101595,H,4.148,4.571999999999999,NO,2009-04-28,2009-05-01
862,600098.XSHG,125.61,M,0.796482620125,H,5.009,6.1055,NO,2009-04-30,2009-05-01
863,600021.XSHG,95.86,M,0.8120386178219999,H,3.9000000000000004,4.7565,NO,2009-04-28,2009-05-01
864,000898.XSHE,628.7,B,0.845188442314,H,7.8945,10.036,YES,2009-04-28,2009-05-01
865,600808.XSHG,301.1,B,0.851892211493,H,3.8994999999999997,4.016500000000001,NO,2009-04-29,2009-05-01
866,000717.XSHE,64.61,S,0.8568035034370001,H,3.99,5.055,YES,2009-04-28,2009-05-01
867,000488.XSHE,153.21,M,0.9155514690500001,H,5.4505,6.1945,NO,2009-04-29,2009-05-01
868,000932.XSHE,167.54,M,0.969863174594,H,6.196,5.825,NO,2009-04-29,2009-05-01
869,600019.XSHG,1012.19,B,0.9704707135519999,H,4.4085,5.7985,YES,2009-04-29,2009-05-01
870,600569.XSHG,91.2,S,1.10913373536,H,3.826,4.625500000000001,NO,2009-04-27,2009-05-01
871,600839.XSHG,86.75,S,1.45275204611,H,2.3369999999999997,3.3819999999999997,YES,2009-04-28,2009-05-01
872,600050.XSHG,1430.77,B,1.464366142566,H,5.8100000000000005,5.6315,NO,2009-04-30,2009-05-01
873,600816.XSHG,77.7,S,0.03902666614,L,3.1055,2.9349999999999996,NO,2010-04-27,2010-05-01
874,600547.XSHG,512.8,B,0.06783347181800001,L,34.575,50.766999999999996,YES,2010-04-23,2010-05-01
875,600161.XSHG,129.48,S,0.079625675782,L,19.249499999999998,15.062999999999999,NO,2010-04-26,2010-05-01
876,002007.XSHE,259.36,M,0.081002092175,L,24.7325,22.366,NO,2010-04-21,2010-05-01
877,601099.XSHG,223.39,M,0.08311072282000001,L,5.595000000000001,3.9535,NO,2010-04-24,2010-05-01
878,600812.XSHG,126.31,S,0.084549484019,L,11.7935,12.995999999999999,YES,2010-04-24,2010-05-01
879,600132.XSHG,152.79,M,0.086244207206,L,27.3265,58.5615,YES,2010-04-27,2010-05-01
880,600276.XSHG,318.66,M,0.08824475590500001,L,10.7995,12.1755,YES,2010-04-22,2010-05-01
881,600111.XSHG,287.74,M,0.09395378257300001,L,6.8505,19.024,YES,2010-04-17,2010-05-01
882,600809.XSHG,192.61,M,0.1025903549,L,18.6855,29.1585,YES,2010-04-21,2010-05-01
883,600489.XSHG,457.52,B,0.107146544276,L,13.768,17.302500000000002,YES,2010-04-27,2010-05-01
884,000538.XSHE,351.41,B,0.10811512729900001,L,29.588,36.308499999999995,YES,2010-04-29,2010-05-01
885,600251.XSHG,74.52,S,0.115038716937,L,10.4685,12.3035,YES,2010-04-30,2010-05-01
886,000568.XSHE,430.12,B,0.116223144256,L,23.383499999999998,34.3535,YES,2010-04-23,2010-05-01
887,002202.XSHE,483.84,B,0.11627954585400001,L,14.489,12.779,NO,2010-04-26,2010-05-01
888,000423.XSHE,215.7,M,0.121895618229,L,27.598,40.191500000000005,YES,2010-04-28,2010-05-01
889,600517.XSHG,106.73,S,0.128601151019,L,8.18,7.0915,NO,2010-04-26,2010-05-01
890,600256.XSHG,350.11,B,0.129413558869,L,6.3925,8.689,YES,2010-04-19,2010-05-01
891,600519.XSHG,1217.79,B,0.13135226532400002,L,93.136,118.338,YES,2010-04-26,2010-05-01
892,002275.XSHE,119.72,S,0.132244868682,L,18.0865,14.275500000000001,NO,2010-04-27,2010-05-01
893,002128.XSHE,288.66,M,0.137521325214,L,18.384500000000003,19.628999999999998,YES,2010-04-23,2010-05-01
894,600588.XSHG,188.38,M,0.138756005322,L,11.942,10.396,NO,2010-04-30,2010-05-01
895,000792.XSHE,352.23,B,0.140942433443,L,31.158,34.215,YES,2010-04-27,2010-05-01
896,600109.XSHG,184.34,M,0.146202402818,L,9.4435,7.4345,NO,2010-04-22,2010-05-01
897,002155.XSHE,131.49,S,0.146502958972,L,12.05,20.307000000000002,YES,2010-04-22,2010-05-01
898,600779.XSHG,108.65,S,0.150017753254,L,20.2045,20.634,YES,2010-04-27,2010-05-01
899,000559.XSHE,132.98,M,0.150372620262,L,4.0495,4.9605,YES,2010-04-29,2010-05-01
900,600316.XSHG,129.94,S,0.15289924785800002,L,22.731499999999997,32.626999999999995,YES,2010-04-27,2010-05-01
901,000425.XSHE,318.79,M,0.15341823660999998,L,5.8225,8.333,YES,2010-04-28,2010-05-01
902,000983.XSHE,811.8,B,0.153923713968,L,25.317,25.1085,NO,2010-04-23,2010-05-01
903,000999.XSHE,266.55,M,0.155809309705,L,23.6005,19.2245,NO,2010-04-24,2010-05-01
904,600643.XSHG,75.64,S,0.155929418498,L,7.973000000000001,7.3965000000000005,NO,2010-04-28,2010-05-01
905,600970.XSHG,156.78,M,0.157203203673,L,8.4515,17.335,YES,2010-04-30,2010-05-01
906,600550.XSHG,305.55,M,0.159420418347,L,25.113999999999997,20.947,NO,2010-04-28,2010-05-01
907,600432.XSHG,193.35,M,0.16118538017200001,L,25.701,27.353,YES,2010-04-30,2010-05-01
908,000878.XSHE,308.89,M,0.16195607299599998,L,25.369999999999997,24.58,NO,2010-04-26,2010-05-01
909,000858.XSHE,997.96,B,0.162207882276,L,23.033,27.588,YES,2010-04-26,2010-05-01
910,600118.XSHG,108.23,S,0.163558886916,L,10.8455,13.963000000000001,YES,2010-04-27,2010-05-01
911,600331.XSHG,141.07,M,0.164232892586,L,14.325,16.96,YES,2010-04-28,2010-05-01
912,601111.XSHG,1524.0699,B,0.17138159434,L,11.347999999999999,10.067499999999999,NO,2010-04-23,2010-05-01
913,000631.XSHE,81.55,S,0.171402760968,L,3.7,3.2005,NO,2010-04-16,2010-05-01
914,000686.XSHE,182.4,M,0.17680769714400002,L,13.746,9.624,NO,2010-04-21,2010-05-01
915,600158.XSHG,75.7,S,0.17949278398600002,L,10.028500000000001,6.8115000000000006,NO,2010-04-30,2010-05-01
916,600309.XSHG,338.49,B,0.181575906683,L,11.609,13.1695,YES,2010-04-26,2010-05-01
917,600600.XSHG,482.03,B,0.18397079996,L,32.421,30.4025,NO,2010-04-30,2010-05-01
918,000718.XSHE,174.01,M,0.185726336074,L,6.791,5.0855,NO,2010-04-30,2010-05-01
919,600348.XSHG,435.3,B,0.18877020625799998,L,15.809,23.7985,YES,2010-04-23,2010-05-01
920,600216.XSHG,175.07,M,0.191163674644,L,17.8325,17.7925,NO,2010-04-24,2010-05-01
921,000157.XSHE,396.77,B,0.19133898758,L,5.4704999999999995,9.794,YES,2010-04-30,2010-05-01
922,000612.XSHE,112.84,S,0.19212814235700001,L,12.968,10.926,NO,2010-04-20,2010-05-01
923,600875.XSHG,498.96,B,0.193178477575,L,22.283,25.4095,YES,2010-04-30,2010-05-01
924,000969.XSHE,140.93,M,0.19453319850099998,L,16.11,21.339,YES,2010-04-20,2010-05-01
925,600595.XSHG,147.53,M,0.194922510662,L,12.024999999999999,11.4845,NO,2010-04-22,2010-05-01
926,600395.XSHG,272.97,M,0.196335165038,L,13.739,19.383,YES,2010-04-30,2010-05-01
927,601899.XSHG,1164.76,B,0.197308646582,L,4.487,4.326499999999999,NO,2010-04-21,2010-05-01
928,600518.XSHG,224.67,M,0.19767065172000003,L,5.062,6.575,YES,2010-04-28,2010-05-01
929,600660.XSHG,224.74,M,0.19854338430799998,L,8.4085,8.3645,NO,2010-04-15,2010-05-01
930,600718.XSHG,214.55,M,0.19986439352200003,L,17.5845,12.418500000000002,NO,2010-04-29,2010-05-01
931,000060.XSHE,246.63,M,0.20151365063499999,L,12.193999999999999,15.0165,YES,2010-04-27,2010-05-01
932,002024.XSHE,783.58,B,0.201806666315,L,11.274000000000001,12.3505,YES,2010-04-29,2010-05-01
933,600655.XSHG,219.51,M,0.201941705751,L,13.953,11.433499999999999,NO,2010-04-22,2010-05-01
934,000960.XSHE,192.42,M,0.20620673805999998,L,20.936,30.729,YES,2010-04-23,2010-05-01
935,600125.XSHG,135.17,M,0.211416647386,L,8.7595,11.4805,YES,2010-04-23,2010-05-01
936,600737.XSHG,149.94,M,0.21240729759500002,L,14.1805,10.738,NO,2010-04-24,2010-05-01
937,000933.XSHE,235.65,M,0.214250311002,L,13.416,15.961,YES,2010-04-21,2010-05-01
938,002242.XSHE,134.23,M,0.216786959444,L,12.8865,11.2705,NO,2010-04-29,2010-05-01
939,600029.XSHG,675.5,B,0.21820873048099998,L,7.2105,7.5344999999999995,YES,2010-04-26,2010-05-01
940,600597.XSHG,100.86,S,0.220379652047,L,9.065999999999999,8.9295,NO,2010-04-27,2010-05-01
941,600183.XSHG,115.99,S,0.220400179247,L,7.2275,6.619,NO,2010-04-26,2010-05-01
942,000012.XSHE,268.38,M,0.221990990223,L,9.3085,14.3555,YES,2010-04-16,2010-05-01
943,600062.XSHG,164.93,M,0.224988356563,L,20.7665,18.883,NO,2010-04-27,2010-05-01
944,600497.XSHG,211.03,M,0.225527036513,L,7.2775,11.836,YES,2010-04-28,2010-05-01
945,600031.XSHG,448.71,B,0.225630374736,L,5.914,16.9345,YES,2010-04-30,2010-05-01
946,600859.XSHG,134.55,M,0.22742320286899997,L,21.29,26.195,YES,2010-04-29,2010-05-01
947,600415.XSHG,288.63,M,0.22867053488400002,L,5.287,6.7509999999999994,YES,2010-04-21,2010-05-01
948,600804.XSHG,151.12,M,0.229518152466,L,12.059000000000001,7.8945,NO,2010-04-22,2010-05-01
949,002028.XSHE,133.84,M,0.23082744445099998,L,16.012999999999998,11.0755,NO,2010-04-24,2010-05-01
950,600664.XSHG,257.22,M,0.23265132989700002,L,9.161999999999999,9.494,YES,2010-04-30,2010-05-01
951,600066.XSHG,97.48,S,0.233138624717,L,4.6805,6.2445,YES,2010-04-28,2010-05-01
952,002001.XSHE,186.1,M,0.233365410509,L,13.848500000000001,17.152,YES,2010-04-24,2010-05-01
953,600362.XSHG,1022.93,B,0.23427912505800003,L,30.3675,33.113,YES,2010-04-22,2010-05-01
954,601699.XSHG,455.61,B,0.237138368591,L,14.0535,23.5215,YES,2010-04-24,2010-05-01
955,600089.XSHG,344.38,B,0.237480933737,L,12.581,12.253499999999999,NO,2010-04-16,2010-05-01
956,600997.XSHG,259.15,M,0.23788812661400002,L,20.735,17.8995,NO,2010-04-23,2010-05-01
957,600694.XSHG,131.12,S,0.238525548846,L,36.103,37.239000000000004,YES,2010-04-30,2010-05-01
958,600271.XSHG,176.74,M,0.24268574735100001,L,8.8025,10.354,YES,2010-04-24,2010-05-01
959,600832.XSHG,377.58,B,0.24649208821899998,L,11.9015,7.577500000000001,NO,2010-04-30,2010-05-01
960,600166.XSHG,179.25,M,0.24837587012600001,M,4.4885,4.949,YES,2010-04-29,2010-05-01
961,601666.XSHG,355.15,B,0.25048309077500003,M,14.085999999999999,14.2625,YES,2010-04-20,2010-05-01
962,000897.XSHE,84.1,S,0.251053405744,M,5.633,5.271,NO,2010-04-22,2010-05-01
963,600208.XSHG,265.0,M,0.251617840302,M,4.608499999999999,4.478999999999999,NO,2010-04-24,2010-05-01
964,600143.XSHG,134.76,M,0.251627835724,M,5.2875,9.598,YES,2010-04-28,2010-05-01
965,600739.XSHG,282.01,M,0.251801776465,M,21.851999999999997,19.729,NO,2010-04-28,2010-05-01
966,000562.XSHE,273.1,M,0.252408851481,M,9.2005,8.193999999999999,NO,2010-04-24,2010-05-01
967,601918.XSHG,259.24,M,0.254257898175,M,9.741,9.7945,YES,2010-04-23,2010-05-01
968,600312.XSHG,107.9,S,0.255954182108,M,11.908000000000001,10.8255,NO,2010-04-26,2010-05-01
969,600196.XSHG,276.77,M,0.255967766204,M,13.1175,10.616,NO,2010-04-29,2010-05-01
970,601958.XSHG,532.39,B,0.257135954156,M,15.6645,23.279,YES,2010-04-27,2010-05-01
971,600748.XSHG,108.99,S,0.259194074261,M,8.621,6.083,NO,2010-04-28,2010-05-01
