,SMB_S,SMB_M,SMB_B,HML_H,HML_M,HML_L,priceRatio
389,0.0,1.0,0.0,1.0,0.0,0.0,0.09135228311400367
390,0.0,0.0,1.0,0.0,1.0,0.0,0.06817369392539785
391,0.0,0.0,1.0,0.0,1.0,0.0,-0.036678284840233284
392,1.0,0.0,0.0,0.0,1.0,0.0,0.2075314154907586
393,0.0,0.0,1.0,1.0,0.0,0.0,-0.21543172875413874
394,1.0,0.0,0.0,1.0,0.0,0.0,0.011077096805891308
395,0.0,1.0,0.0,1.0,0.0,0.0,0.08292805327880604
396,0.0,1.0,0.0,0.0,1.0,0.0,-0.15593525482522685
397,0.0,0.0,1.0,0.0,0.0,1.0,-0.24735132837448925
398,0.0,0.0,1.0,1.0,0.0,0.0,0.2092270081488523
399,0.0,0.0,1.0,0.0,1.0,0.0,0.10528465212193272
400,0.0,0.0,1.0,0.0,1.0,0.0,-0.06805615621048777
401,0.0,0.0,1.0,0.0,1.0,0.0,0.100960184158011
402,0.0,0.0,1.0,0.0,0.0,1.0,0.3092363937963289
403,0.0,1.0,0.0,1.0,0.0,0.0,0.03328976635000192
404,1.0,0.0,0.0,1.0,0.0,0.0,0.08866712667263044
405,0.0,0.0,1.0,0.0,0.0,1.0,-0.18647920621950773
406,0.0,1.0,0.0,0.0,1.0,0.0,-0.14176819871517266
407,0.0,0.0,1.0,0.0,1.0,0.0,0.2342445280503733
408,0.0,0.0,1.0,1.0,0.0,0.0,0.046774354140123535
409,0.0,0.0,1.0,0.0,1.0,0.0,-0.07819862916220023
410,1.0,0.0,0.0,0.0,0.0,1.0,-0.024650222450504636
411,0.0,1.0,0.0,1.0,0.0,0.0,0.445937339233206
412,1.0,0.0,0.0,1.0,0.0,0.0,0.18911826011622332
413,0.0,1.0,0.0,0.0,1.0,0.0,-0.14784408909074884
414,1.0,0.0,0.0,0.0,0.0,1.0,-0.1354926835225725
415,0.0,1.0,0.0,0.0,0.0,1.0,1.0162981652055505
416,0.0,1.0,0.0,1.0,0.0,0.0,0.004272668874548469
417,0.0,1.0,0.0,1.0,0.0,0.0,0.031102932212960344
418,0.0,1.0,0.0,1.0,0.0,0.0,-0.1645011652650883
419,0.0,0.0,1.0,1.0,0.0,0.0,0.1020450674801988
420,1.0,0.0,0.0,0.0,0.0,1.0,-0.03061788909286212
421,0.0,1.0,0.0,0.0,0.0,1.0,0.3275323857175946
422,1.0,0.0,0.0,0.0,0.0,1.0,-0.105865875380601
423,0.0,1.0,0.0,0.0,0.0,1.0,0.2749261615495342
424,0.0,0.0,1.0,0.0,0.0,1.0,-0.20451725813678331
425,1.0,0.0,0.0,0.0,1.0,0.0,-0.16949609842272007
426,1.0,0.0,0.0,0.0,0.0,1.0,0.33033450351986204
427,0.0,1.0,0.0,0.0,0.0,1.0,0.18308020964192195
428,1.0,0.0,0.0,0.0,1.0,0.0,0.2935155699394236
429,1.0,0.0,0.0,0.0,0.0,1.0,0.3076935439066567
430,0.0,1.0,0.0,0.0,0.0,1.0,-0.003458526660425232
431,0.0,0.0,1.0,0.0,0.0,1.0,-0.1815424069647782
432,1.0,0.0,0.0,0.0,1.0,0.0,0.4577327614383066
433,0.0,1.0,0.0,1.0,0.0,0.0,0.2038715593151037
434,0.0,1.0,0.0,0.0,0.0,1.0,-0.2276905954071557
435,1.0,0.0,0.0,0.0,0.0,1.0,0.6024075170525769
436,1.0,0.0,0.0,1.0,0.0,0.0,0.2842542781426413
437,0.0,0.0,1.0,1.0,0.0,0.0,0.002877892482724742
438,1.0,0.0,0.0,0.0,1.0,0.0,0.0615352879865676
439,0.0,0.0,1.0,0.0,1.0,0.0,0.010199149603491995
440,1.0,0.0,0.0,0.0,1.0,0.0,0.29677880313535465
441,0.0,1.0,0.0,0.0,1.0,0.0,0.2252890679174893
442,0.0,1.0,0.0,0.0,1.0,0.0,0.3010621636289705
443,1.0,0.0,0.0,0.0,1.0,0.0,0.020731215958891047
444,0.0,1.0,0.0,1.0,0.0,0.0,-0.09131850556359578
445,0.0,1.0,0.0,0.0,1.0,0.0,0.08509316191164029
446,0.0,1.0,0.0,0.0,1.0,0.0,-0.07531063507375367
447,0.0,1.0,0.0,1.0,0.0,0.0,0.2939277440452161
448,0.0,1.0,0.0,0.0,1.0,0.0,0.4430969004301044
449,0.0,1.0,0.0,0.0,1.0,0.0,0.09542893424218413
450,0.0,1.0,0.0,1.0,0.0,0.0,0.028779255470678836
451,0.0,1.0,0.0,1.0,0.0,0.0,-0.04211469535249335
452,0.0,1.0,0.0,0.0,0.0,1.0,0.2386513725417715
453,0.0,1.0,0.0,0.0,1.0,0.0,-0.1619480060129651
454,0.0,1.0,0.0,1.0,0.0,0.0,-0.1460134096021768
455,0.0,1.0,0.0,1.0,0.0,0.0,-0.19832397033174565
456,0.0,0.0,1.0,0.0,0.0,1.0,-0.07387268547090177
457,1.0,0.0,0.0,0.0,1.0,0.0,0.08672309795506505
458,0.0,0.0,1.0,0.0,1.0,0.0,0.051318561990622236
459,0.0,1.0,0.0,0.0,0.0,1.0,0.11923049315828528
460,0.0,1.0,0.0,0.0,1.0,0.0,-0.1212660100807118
461,0.0,1.0,0.0,0.0,0.0,1.0,0.3862788266532682
462,0.0,1.0,0.0,0.0,1.0,0.0,0.021352812912279084
463,0.0,1.0,0.0,0.0,1.0,0.0,-0.10813460586178714
464,0.0,0.0,1.0,0.0,1.0,0.0,0.07849127014810076
465,0.0,0.0,1.0,1.0,0.0,0.0,0.10868204441884344
466,1.0,0.0,0.0,1.0,0.0,0.0,-0.06624030557971583
467,0.0,1.0,0.0,1.0,0.0,0.0,0.049025599405700386
468,0.0,1.0,0.0,0.0,0.0,1.0,0.6147250356328011
469,1.0,0.0,0.0,1.0,0.0,0.0,0.06534830684564241
470,0.0,1.0,0.0,0.0,0.0,1.0,-0.08798739309696202
471,0.0,1.0,0.0,0.0,0.0,1.0,-0.10330114057692784
472,0.0,1.0,0.0,0.0,1.0,0.0,-0.1793534025957061
473,0.0,1.0,0.0,0.0,1.0,0.0,0.20367965691972975
474,0.0,1.0,0.0,0.0,0.0,1.0,-0.05423811102297449
475,0.0,1.0,0.0,0.0,1.0,0.0,0.09042003658790697
476,1.0,0.0,0.0,0.0,1.0,0.0,-0.012568857371635931
477,0.0,1.0,0.0,0.0,1.0,0.0,0.07467252730020267
478,0.0,0.0,1.0,0.0,0.0,1.0,-0.040481414903230206
479,0.0,1.0,0.0,0.0,1.0,0.0,0.4475848014739443
480,1.0,0.0,0.0,0.0,1.0,0.0,0.21645971336138348
481,0.0,1.0,0.0,0.0,0.0,1.0,0.5659262170362451
482,0.0,1.0,0.0,1.0,0.0,0.0,-0.008749943763116219
483,1.0,0.0,0.0,1.0,0.0,0.0,0.4283588021051581
484,0.0,0.0,1.0,0.0,0.0,1.0,0.3844347437397215
485,0.0,1.0,0.0,1.0,0.0,0.0,-0.16627642525240185
486,0.0,0.0,1.0,0.0,0.0,1.0,0.047335041319073616
487,0.0,0.0,1.0,0.0,0.0,1.0,0.03455440735415394
488,1.0,0.0,0.0,0.0,0.0,1.0,-0.1336954727493791
489,1.0,0.0,0.0,0.0,1.0,0.0,-0.12949311576155365
490,0.0,1.0,0.0,0.0,0.0,1.0,-0.07327374106760509
491,1.0,0.0,0.0,0.0,1.0,0.0,0.010918896268114486
492,0.0,0.0,1.0,0.0,0.0,1.0,0.022989540578093992
493,0.0,0.0,1.0,0.0,0.0,1.0,0.1769452888086086
494,1.0,0.0,0.0,0.0,1.0,0.0,-0.02659962949699968
495,0.0,1.0,0.0,0.0,1.0,0.0,0.17655079822255648
496,1.0,0.0,0.0,0.0,0.0,1.0,0.0791380549274161
497,1.0,0.0,0.0,0.0,1.0,0.0,0.13164713405026562
498,0.0,1.0,0.0,1.0,0.0,0.0,0.1617710363238971
499,0.0,1.0,0.0,0.0,0.0,1.0,0.14551180628118132
500,1.0,0.0,0.0,0.0,1.0,0.0,0.154346148796196
501,0.0,1.0,0.0,0.0,1.0,0.0,0.2331082512057077
502,0.0,0.0,1.0,1.0,0.0,0.0,0.0858192645041499
503,1.0,0.0,0.0,0.0,0.0,1.0,0.3063722019933355
504,0.0,1.0,0.0,1.0,0.0,0.0,0.33697402887353056
505,1.0,0.0,0.0,0.0,1.0,0.0,-0.015568515621278478
506,0.0,1.0,0.0,0.0,0.0,1.0,-0.13175658053217953
507,1.0,0.0,0.0,0.0,1.0,0.0,0.1868439590880077
508,0.0,0.0,1.0,0.0,1.0,0.0,0.5207890125900196
509,0.0,1.0,0.0,0.0,1.0,0.0,0.18527078998906546
510,0.0,1.0,0.0,0.0,0.0,1.0,-0.16430682512658112
511,0.0,0.0,1.0,1.0,0.0,0.0,0.11944297004366013
512,0.0,1.0,0.0,1.0,0.0,0.0,0.10133057386280807
513,1.0,0.0,0.0,0.0,1.0,0.0,-0.07540141750186469
514,0.0,0.0,1.0,0.0,1.0,0.0,-0.07590485871743813
515,0.0,1.0,0.0,0.0,0.0,1.0,0.2699588459083692
516,0.0,0.0,1.0,0.0,0.0,1.0,0.061403229859024126
517,1.0,0.0,0.0,1.0,0.0,0.0,0.2962041255257405
518,1.0,0.0,0.0,0.0,0.0,1.0,-0.08402477094291194
519,0.0,1.0,0.0,0.0,0.0,1.0,-0.01551337896645777
520,1.0,0.0,0.0,1.0,0.0,0.0,0.36846658354527984
521,1.0,0.0,0.0,0.0,1.0,0.0,-0.18177084170965274
522,1.0,0.0,0.0,0.0,0.0,1.0,0.01570123559833192
523,0.0,1.0,0.0,0.0,0.0,1.0,-0.16173864018969095
524,1.0,0.0,0.0,0.0,1.0,0.0,0.01602727159412409
525,1.0,0.0,0.0,1.0,0.0,0.0,0.17312362645764168
526,0.0,0.0,1.0,1.0,0.0,0.0,0.2112159181270511
527,1.0,0.0,0.0,0.0,1.0,0.0,-0.11686253848758532
528,0.0,0.0,1.0,1.0,0.0,0.0,-0.07756891734744352
529,1.0,0.0,0.0,0.0,0.0,1.0,0.23989129698150705
530,0.0,1.0,0.0,1.0,0.0,0.0,0.0985647144482269
531,1.0,0.0,0.0,0.0,1.0,0.0,0.6373981815711767
532,1.0,0.0,0.0,0.0,1.0,0.0,0.34129195559216763
533,0.0,1.0,0.0,0.0,1.0,0.0,0.5930211152651639
534,0.0,1.0,0.0,1.0,0.0,0.0,0.06640951970844111
535,0.0,0.0,1.0,0.0,0.0,1.0,-0.014440124041404713
536,0.0,1.0,0.0,1.0,0.0,0.0,0.0008741205783657778
537,1.0,0.0,0.0,1.0,0.0,0.0,0.616750392860421
538,1.0,0.0,0.0,1.0,0.0,0.0,-0.16986115158062787
539,1.0,0.0,0.0,1.0,0.0,0.0,0.19450140896760135
540,1.0,0.0,0.0,0.0,1.0,0.0,0.01026971978644742
541,0.0,1.0,0.0,0.0,0.0,1.0,-0.13503234560992006
542,0.0,0.0,1.0,0.0,0.0,1.0,0.2315557336574109
543,1.0,0.0,0.0,0.0,1.0,0.0,-0.010563045209771691
544,0.0,1.0,0.0,0.0,1.0,0.0,0.1970470418568846
545,1.0,0.0,0.0,1.0,0.0,0.0,0.3506127135528732
546,0.0,1.0,0.0,1.0,0.0,0.0,0.11620592368171513
547,0.0,1.0,0.0,0.0,1.0,0.0,0.3919071168887738
548,1.0,0.0,0.0,1.0,0.0,0.0,-0.03304185066439646
549,1.0,0.0,0.0,0.0,1.0,0.0,-0.08108295521067399
550,0.0,1.0,0.0,0.0,0.0,1.0,-0.12061134385735472
551,0.0,1.0,0.0,0.0,0.0,1.0,0.01072687604657352
552,1.0,0.0,0.0,1.0,0.0,0.0,0.4527819956380317
553,0.0,1.0,0.0,0.0,1.0,0.0,-0.10367896531681264
554,0.0,1.0,0.0,1.0,0.0,0.0,0.05111942758156829
555,0.0,0.0,1.0,0.0,0.0,1.0,-0.10662161493724698
556,0.0,1.0,0.0,1.0,0.0,0.0,0.19875242444228447
557,0.0,0.0,1.0,0.0,0.0,1.0,-0.14760163442264096
558,0.0,0.0,1.0,0.0,0.0,1.0,-0.2455856279880881
559,0.0,0.0,1.0,0.0,1.0,0.0,-0.04389660440605325
560,0.0,0.0,1.0,0.0,0.0,1.0,-0.11358477248495903
561,0.0,0.0,1.0,0.0,1.0,0.0,0.11406144993139432
562,0.0,0.0,1.0,0.0,1.0,0.0,-0.0076279660069890065
563,0.0,0.0,1.0,0.0,1.0,0.0,-0.006806941588697213
564,0.0,0.0,1.0,1.0,0.0,0.0,0.0942658765439246
565,0.0,0.0,1.0,0.0,1.0,0.0,-0.01845034290972569
566,0.0,0.0,1.0,0.0,1.0,0.0,-0.2372634967063865
567,0.0,0.0,1.0,0.0,1.0,0.0,-0.16689480034717796
568,0.0,0.0,1.0,0.0,0.0,1.0,0.063480789950209
569,0.0,0.0,1.0,0.0,0.0,1.0,-0.1546435321596734
570,0.0,0.0,1.0,0.0,0.0,1.0,0.21156774285054514
571,0.0,0.0,1.0,0.0,0.0,1.0,-0.03306806650937988
572,0.0,0.0,1.0,0.0,1.0,0.0,0.0017993910999714036
573,0.0,0.0,1.0,0.0,1.0,0.0,-0.03806912536969331
574,0.0,0.0,1.0,0.0,0.0,1.0,-0.2501573582394025
575,0.0,0.0,1.0,1.0,0.0,0.0,0.030491800611666783
576,0.0,0.0,1.0,0.0,1.0,0.0,-0.11691181067534373
577,0.0,0.0,1.0,0.0,1.0,0.0,0.016070557154050036
578,0.0,0.0,1.0,0.0,1.0,0.0,0.10824594296575653
579,0.0,0.0,1.0,0.0,1.0,0.0,-0.2107522611920516
580,0.0,1.0,0.0,0.0,1.0,0.0,-0.015118222433080588
581,0.0,1.0,0.0,0.0,0.0,1.0,-0.021647348345648517
582,1.0,0.0,0.0,0.0,1.0,0.0,0.6319934376201422
583,0.0,0.0,1.0,0.0,1.0,0.0,-0.37349071515421584
584,0.0,1.0,0.0,1.0,0.0,0.0,-0.11462677822678426
585,0.0,1.0,0.0,0.0,1.0,0.0,0.04318265017351397
586,0.0,1.0,0.0,1.0,0.0,0.0,0.35066099634454706
587,0.0,0.0,1.0,0.0,1.0,0.0,-0.2168647964535841
588,0.0,1.0,0.0,1.0,0.0,0.0,0.18477449817234093
589,0.0,1.0,0.0,0.0,0.0,1.0,0.32526387445107985
590,1.0,0.0,0.0,1.0,0.0,0.0,0.35472109585461103
591,0.0,0.0,1.0,0.0,1.0,0.0,0.17333877918583918
592,0.0,0.0,1.0,0.0,0.0,1.0,-0.1906297329159468
593,1.0,0.0,0.0,1.0,0.0,0.0,-0.03597098801088205
594,0.0,1.0,0.0,0.0,1.0,0.0,-0.1643432881492044
595,0.0,1.0,0.0,1.0,0.0,0.0,0.10404632670736168
596,0.0,0.0,1.0,0.0,0.0,1.0,-0.1058353178920488
597,1.0,0.0,0.0,0.0,1.0,0.0,0.1373197730860487
598,0.0,0.0,1.0,0.0,1.0,0.0,0.803983863632298
599,0.0,1.0,0.0,0.0,1.0,0.0,-0.17295398213862126
600,0.0,1.0,0.0,1.0,0.0,0.0,-0.19599928972946312
601,1.0,0.0,0.0,1.0,0.0,0.0,0.2897374778320143
602,1.0,0.0,0.0,0.0,0.0,1.0,0.5225055485849852
603,0.0,1.0,0.0,0.0,0.0,1.0,0.04670599188222835
604,0.0,1.0,0.0,1.0,0.0,0.0,-0.11140088531906668
605,1.0,0.0,0.0,0.0,1.0,0.0,0.40601392205564335
606,0.0,0.0,1.0,0.0,1.0,0.0,0.4890892961351218
607,1.0,0.0,0.0,0.0,1.0,0.0,0.23587460425846166
608,0.0,1.0,0.0,0.0,0.0,1.0,0.4177137285479609
609,0.0,1.0,0.0,1.0,0.0,0.0,-0.18441838816568198
610,1.0,0.0,0.0,1.0,0.0,0.0,-0.14568418738269062
611,1.0,0.0,0.0,0.0,0.0,1.0,0.2664957820216021
612,0.0,0.0,1.0,0.0,0.0,1.0,-0.09783962373756028
613,0.0,0.0,1.0,0.0,0.0,1.0,0.22567760969660175
614,1.0,0.0,0.0,0.0,1.0,0.0,0.7534868723269509
615,0.0,1.0,0.0,0.0,1.0,0.0,-0.01134161011440904
616,0.0,1.0,0.0,0.0,1.0,0.0,0.3262691469806718
617,0.0,0.0,1.0,0.0,1.0,0.0,-0.3640358097197677
618,0.0,1.0,0.0,0.0,1.0,0.0,0.041661992739198565
619,0.0,0.0,1.0,0.0,0.0,1.0,0.09613816725292644
620,0.0,1.0,0.0,0.0,0.0,1.0,-0.0444910551681208
621,1.0,0.0,0.0,1.0,0.0,0.0,0.4442984333655036
622,1.0,0.0,0.0,0.0,1.0,0.0,-0.21434599224117498
623,0.0,1.0,0.0,0.0,0.0,1.0,0.12197181118695033
624,0.0,1.0,0.0,0.0,0.0,1.0,-0.08256207335972676
625,0.0,1.0,0.0,1.0,0.0,0.0,-0.36387296535452496
626,1.0,0.0,0.0,1.0,0.0,0.0,0.019015169495522292
627,0.0,1.0,0.0,0.0,0.0,1.0,0.14641057516398992
628,0.0,1.0,0.0,0.0,1.0,0.0,-0.21300075803194574
629,0.0,1.0,0.0,0.0,0.0,1.0,-0.22952357745468602
630,0.0,1.0,0.0,1.0,0.0,0.0,0.3256045808540693
631,1.0,0.0,0.0,1.0,0.0,0.0,-0.043212643382680715
632,1.0,0.0,0.0,0.0,1.0,0.0,0.07434948185367496
633,1.0,0.0,0.0,0.0,1.0,0.0,0.11097399375924688
634,0.0,1.0,0.0,0.0,1.0,0.0,0.033037583499618606
635,1.0,0.0,0.0,1.0,0.0,0.0,0.30144143725963696
636,0.0,1.0,0.0,0.0,0.0,1.0,-0.01911453515299799
637,0.0,0.0,1.0,0.0,0.0,1.0,-0.3575718002720214
638,1.0,0.0,0.0,0.0,1.0,0.0,0.27400792366676385
639,0.0,0.0,1.0,0.0,0.0,1.0,0.18657834053627265
640,1.0,0.0,0.0,0.0,1.0,0.0,0.29649873218255385
641,1.0,0.0,0.0,1.0,0.0,0.0,-0.1659832514705868
642,0.0,0.0,1.0,1.0,0.0,0.0,0.01322383221931811
643,1.0,0.0,0.0,0.0,1.0,0.0,1.3513488125920274
644,0.0,1.0,0.0,0.0,1.0,0.0,-0.10789794138707932
645,0.0,0.0,1.0,0.0,0.0,1.0,0.4292377167983557
646,1.0,0.0,0.0,1.0,0.0,0.0,0.035103191590697184
647,0.0,1.0,0.0,0.0,0.0,1.0,-0.006404692859165451
648,1.0,0.0,0.0,0.0,1.0,0.0,-0.1229894926841404
649,0.0,0.0,1.0,1.0,0.0,0.0,0.023362680873244782
650,1.0,0.0,0.0,1.0,0.0,0.0,0.2003737383314053
651,1.0,0.0,0.0,1.0,0.0,0.0,-0.31998410324268395
652,1.0,0.0,0.0,0.0,1.0,0.0,0.016590879640119516
653,0.0,1.0,0.0,0.0,1.0,0.0,0.2195341271239144
654,0.0,1.0,0.0,1.0,0.0,0.0,-0.3077794639570567
655,0.0,1.0,0.0,0.0,1.0,0.0,0.6679850594113153
656,0.0,1.0,0.0,0.0,1.0,0.0,0.3187560134169947
657,1.0,0.0,0.0,0.0,1.0,0.0,-0.07014063194162358
658,0.0,1.0,0.0,1.0,0.0,0.0,-0.03257555595197603
659,0.0,1.0,0.0,0.0,0.0,1.0,0.2229940016005505
660,1.0,0.0,0.0,0.0,1.0,0.0,0.07337908473855714
661,0.0,1.0,0.0,0.0,0.0,1.0,0.25601871270754795
662,0.0,0.0,1.0,0.0,0.0,1.0,0.5477571428770933
663,1.0,0.0,0.0,0.0,0.0,1.0,0.4468295656707493
664,0.0,0.0,1.0,0.0,0.0,1.0,0.06723348431143372
665,1.0,0.0,0.0,0.0,1.0,0.0,0.08771067164273005
666,0.0,1.0,0.0,0.0,0.0,1.0,0.4714806211770999
667,0.0,1.0,0.0,0.0,1.0,0.0,0.3101228159245477
668,1.0,0.0,0.0,0.0,0.0,1.0,0.5687410356418474
669,0.0,1.0,0.0,0.0,0.0,1.0,-0.02410814477491985
670,1.0,0.0,0.0,0.0,0.0,1.0,0.11854341688726255
671,0.0,0.0,1.0,0.0,0.0,1.0,-0.05470439665199667
672,0.0,0.0,1.0,0.0,1.0,0.0,0.1045577007719536
673,0.0,1.0,0.0,1.0,0.0,0.0,-0.01833141116401493
674,0.0,0.0,1.0,1.0,0.0,0.0,-0.3618596479091162
675,1.0,0.0,0.0,1.0,0.0,0.0,0.2471640928295653
676,1.0,0.0,0.0,1.0,0.0,0.0,-0.024800857914775376
677,0.0,1.0,0.0,1.0,0.0,0.0,-0.04823521034007672
678,0.0,0.0,1.0,0.0,1.0,0.0,-0.010305514413202488
679,0.0,1.0,0.0,1.0,0.0,0.0,-0.10549957799372578
680,0.0,0.0,1.0,0.0,1.0,0.0,-0.3405473537961852
681,0.0,0.0,1.0,1.0,0.0,0.0,-0.002616921840071118
682,0.0,0.0,1.0,1.0,0.0,0.0,0.14649330957847484
683,1.0,0.0,0.0,0.0,1.0,0.0,-0.021521595080140843
684,0.0,0.0,1.0,0.0,1.0,0.0,-0.3298675308103817
685,0.0,0.0,1.0,1.0,0.0,0.0,0.06739786492071342
686,1.0,0.0,0.0,1.0,0.0,0.0,0.08716570752057007
687,0.0,1.0,0.0,1.0,0.0,0.0,-0.02828673912217572
688,0.0,1.0,0.0,1.0,0.0,0.0,-0.08938748280839293
689,0.0,0.0,1.0,1.0,0.0,0.0,-0.2387316360343505
690,0.0,0.0,1.0,1.0,0.0,0.0,-0.2823244544422793
691,0.0,0.0,1.0,0.0,1.0,0.0,-0.060857278969449924
692,0.0,0.0,1.0,0.0,1.0,0.0,0.21156554147851087
693,0.0,0.0,1.0,0.0,1.0,0.0,-0.07720053346627886
694,0.0,0.0,1.0,0.0,0.0,1.0,0.0010947083638126463
695,1.0,0.0,0.0,1.0,0.0,0.0,-0.05077483299957142
696,0.0,0.0,1.0,0.0,1.0,0.0,0.08149561031133667
697,0.0,1.0,0.0,0.0,1.0,0.0,0.3073449030345883
698,0.0,0.0,1.0,0.0,0.0,1.0,-0.2299157893324155
699,0.0,0.0,1.0,1.0,0.0,0.0,-0.27862501530382544
700,0.0,1.0,0.0,1.0,0.0,0.0,-0.27162167492644473
701,0.0,1.0,0.0,0.0,0.0,1.0,0.05615765835920894
702,1.0,0.0,0.0,0.0,0.0,1.0,0.2841764360005743
703,0.0,1.0,0.0,0.0,1.0,0.0,0.21783294517515014
704,1.0,0.0,0.0,0.0,1.0,0.0,0.2434600025082869
705,1.0,0.0,0.0,1.0,0.0,0.0,-0.16102212373756042
706,0.0,0.0,1.0,0.0,0.0,1.0,-0.20131698107056106
707,0.0,1.0,0.0,0.0,1.0,0.0,-0.29549794718742595
708,0.0,1.0,0.0,1.0,0.0,0.0,-0.028996154482219923
709,0.0,1.0,0.0,1.0,0.0,0.0,0.3374654213387225
710,1.0,0.0,0.0,1.0,0.0,0.0,0.09122831104504847
711,0.0,0.0,1.0,1.0,0.0,0.0,0.5288587849076432
712,1.0,0.0,0.0,0.0,1.0,0.0,0.022912756687594626
713,0.0,1.0,0.0,0.0,0.0,1.0,-0.18090025943610846
714,1.0,0.0,0.0,0.0,0.0,1.0,0.07029972729813849
715,0.0,1.0,0.0,0.0,0.0,1.0,0.5048163104443509
716,0.0,1.0,0.0,0.0,0.0,1.0,0.2712085668963093
717,1.0,0.0,0.0,1.0,0.0,0.0,0.2385333905522986
718,1.0,0.0,0.0,0.0,0.0,1.0,0.5643628942255108
719,0.0,1.0,0.0,0.0,1.0,0.0,0.26339329852335713
720,1.0,0.0,0.0,0.0,1.0,0.0,0.33466336858402945
721,0.0,1.0,0.0,0.0,0.0,1.0,0.20397471923457267
722,0.0,1.0,0.0,0.0,0.0,1.0,-0.13661586900868272
723,0.0,0.0,1.0,0.0,1.0,0.0,-0.11490675396028682
724,1.0,0.0,0.0,0.0,0.0,1.0,-0.17233185528465578
725,0.0,1.0,0.0,0.0,1.0,0.0,0.03435424334305437
726,1.0,0.0,0.0,0.0,0.0,1.0,-0.14332012131438576
727,0.0,1.0,0.0,0.0,1.0,0.0,-0.2328426785592248
728,0.0,1.0,0.0,0.0,1.0,0.0,0.14504132720492402
729,1.0,0.0,0.0,0.0,1.0,0.0,0.5159782911495661
730,0.0,0.0,1.0,0.0,1.0,0.0,0.4475880308252176
731,0.0,1.0,0.0,0.0,1.0,0.0,0.3607188830684975
732,0.0,1.0,0.0,0.0,0.0,1.0,-0.1524659459386537
733,1.0,0.0,0.0,0.0,1.0,0.0,0.2527362827997228
734,0.0,1.0,0.0,1.0,0.0,0.0,-0.1167974725747698
735,0.0,1.0,0.0,0.0,1.0,0.0,-0.13981701735458166
736,0.0,1.0,0.0,0.0,1.0,0.0,0.2682199742847957
737,0.0,1.0,0.0,0.0,1.0,0.0,-0.30085852429499604
738,1.0,0.0,0.0,0.0,0.0,1.0,-0.3924927431198122
739,0.0,1.0,0.0,0.0,0.0,1.0,1.2283713606707296
740,0.0,1.0,0.0,0.0,1.0,0.0,-0.031598339393340336
741,0.0,1.0,0.0,1.0,0.0,0.0,0.27902193011054743
742,1.0,0.0,0.0,1.0,0.0,0.0,-0.09732953415499647
743,0.0,1.0,0.0,0.0,0.0,1.0,-0.018845994164815142
744,1.0,0.0,0.0,1.0,0.0,0.0,-0.08210962021958679
745,1.0,0.0,0.0,1.0,0.0,0.0,-0.2826167063069284
746,1.0,0.0,0.0,1.0,0.0,0.0,0.2855373667082999
747,1.0,0.0,0.0,1.0,0.0,0.0,0.14501604599853254
748,0.0,0.0,1.0,0.0,0.0,1.0,0.04306256906199502
749,1.0,0.0,0.0,0.0,0.0,1.0,0.7785297906818733
750,0.0,0.0,1.0,0.0,1.0,0.0,-0.3599821729298014
751,0.0,1.0,0.0,0.0,1.0,0.0,-0.3738471842214313
752,0.0,1.0,0.0,0.0,0.0,1.0,-0.2707534197812165
753,0.0,1.0,0.0,0.0,0.0,1.0,0.8878719913664657
754,0.0,1.0,0.0,1.0,0.0,0.0,-0.09130693205464956
755,0.0,0.0,1.0,0.0,1.0,0.0,0.20832824526524507
756,0.0,1.0,0.0,0.0,1.0,0.0,0.08565258321910596
757,1.0,0.0,0.0,1.0,0.0,0.0,0.6720834375667353
758,0.0,1.0,0.0,1.0,0.0,0.0,0.2331516474641724
759,0.0,1.0,0.0,0.0,0.0,1.0,0.16857476842586916
760,1.0,0.0,0.0,1.0,0.0,0.0,0.882849410004771
761,1.0,0.0,0.0,0.0,1.0,0.0,-0.1290252338887481
762,0.0,1.0,0.0,0.0,1.0,0.0,-0.2204239227279228
763,0.0,1.0,0.0,0.0,0.0,1.0,0.5172158323765843
764,1.0,0.0,0.0,1.0,0.0,0.0,-0.08045838300181063
765,0.0,1.0,0.0,0.0,0.0,1.0,0.7267124334513964
766,0.0,1.0,0.0,0.0,0.0,1.0,0.15336869555578714
767,0.0,1.0,0.0,0.0,1.0,0.0,-0.07768129671872481
768,0.0,1.0,0.0,0.0,1.0,0.0,0.2730399978618554
769,0.0,0.0,1.0,0.0,0.0,1.0,0.006159208608351507
770,0.0,1.0,0.0,0.0,1.0,0.0,-0.1402938395219111
771,0.0,0.0,1.0,0.0,0.0,1.0,0.5749047088225412
772,0.0,1.0,0.0,1.0,0.0,0.0,-0.10043433447872617
773,1.0,0.0,0.0,0.0,1.0,0.0,0.13844054005819495
774,0.0,0.0,1.0,0.0,0.0,1.0,-0.4872175864060444
775,1.0,0.0,0.0,1.0,0.0,0.0,-0.03893714726082198
776,0.0,0.0,1.0,0.0,0.0,1.0,-0.4194321622104814
777,0.0,0.0,1.0,0.0,1.0,0.0,-0.21504644765167116
778,0.0,1.0,0.0,0.0,0.0,1.0,0.3744317982839041
779,1.0,0.0,0.0,0.0,1.0,0.0,1.4482862170696145
780,0.0,1.0,0.0,0.0,1.0,0.0,-0.22475708361735933
781,1.0,0.0,0.0,0.0,1.0,0.0,0.22816430413609634
782,0.0,1.0,0.0,0.0,0.0,1.0,-0.2646129537230292
