,SMB_S,SMB_M,SMB_B,HML_H,HML_M,HML_L,priceRatio
236,0.0,1.0,0.0,1.0,0.0,0.0,-0.2064864768557746
237,0.0,1.0,0.0,0.0,1.0,0.0,-0.22206032890082786
238,0.0,0.0,1.0,0.0,1.0,0.0,0.08189882116339531
239,1.0,0.0,0.0,0.0,1.0,0.0,-0.2030974630326554
240,0.0,0.0,1.0,0.0,0.0,1.0,0.02083955884086897
241,0.0,1.0,0.0,1.0,0.0,0.0,-0.05538446255166885
242,1.0,0.0,0.0,0.0,0.0,1.0,-0.1197215168834196
243,1.0,0.0,0.0,0.0,1.0,0.0,0.7693482128024314
244,0.0,1.0,0.0,0.0,1.0,0.0,-0.3762656592827505
245,1.0,0.0,0.0,0.0,1.0,0.0,-0.333054005322185
246,1.0,0.0,0.0,0.0,0.0,1.0,0.17884866196979332
247,1.0,0.0,0.0,0.0,0.0,1.0,0.6416629899155981
248,1.0,0.0,0.0,0.0,1.0,0.0,-0.3114032649521443
249,1.0,0.0,0.0,0.0,1.0,0.0,-0.4684460252360998
250,0.0,0.0,1.0,1.0,0.0,0.0,-0.03978547466234028
251,1.0,0.0,0.0,0.0,0.0,1.0,-0.3410433072376735
252,0.0,0.0,1.0,1.0,0.0,0.0,-0.2258006724912313
253,0.0,1.0,0.0,0.0,0.0,1.0,-0.6061863425257679
254,0.0,0.0,1.0,0.0,0.0,1.0,-0.5166672502384188
255,1.0,0.0,0.0,0.0,1.0,0.0,-0.12837809878597414
256,1.0,0.0,0.0,1.0,0.0,0.0,-0.08221074480464785
257,0.0,0.0,1.0,0.0,0.0,1.0,-0.4652730263684479
258,1.0,0.0,0.0,0.0,0.0,1.0,-0.2610507465045613
259,0.0,1.0,0.0,1.0,0.0,0.0,-0.0787376437470757
260,0.0,1.0,0.0,1.0,0.0,0.0,-0.33838602314193256
261,1.0,0.0,0.0,1.0,0.0,0.0,-0.4473572187479256
262,0.0,1.0,0.0,0.0,0.0,1.0,-0.5116969654089716
263,0.0,1.0,0.0,1.0,0.0,0.0,-0.37494681850047373
264,0.0,1.0,0.0,0.0,1.0,0.0,-0.4639778356752037
265,0.0,0.0,1.0,0.0,1.0,0.0,-0.5523032472742433
266,0.0,1.0,0.0,0.0,1.0,0.0,0.2627338167546125
267,0.0,0.0,1.0,0.0,0.0,1.0,-0.25712734875319443
268,0.0,1.0,0.0,0.0,0.0,1.0,-0.3329222898201084
269,0.0,0.0,1.0,0.0,0.0,1.0,-0.4180745170015425
270,1.0,0.0,0.0,0.0,1.0,0.0,-0.3634369608367701
271,0.0,1.0,0.0,1.0,0.0,0.0,-0.33077777548439
272,0.0,1.0,0.0,0.0,1.0,0.0,-0.4417141241482636
273,0.0,1.0,0.0,0.0,1.0,0.0,0.023969162580285808
274,0.0,0.0,1.0,0.0,1.0,0.0,-0.18568000489829786
275,1.0,0.0,0.0,0.0,0.0,1.0,0.13858186553608354
276,0.0,1.0,0.0,0.0,1.0,0.0,1.1925999650252386
277,0.0,1.0,0.0,0.0,1.0,0.0,0.924689570691158
278,0.0,0.0,1.0,0.0,1.0,0.0,0.028660260278341895
279,0.0,0.0,1.0,0.0,1.0,0.0,0.5669933385986072
280,0.0,0.0,1.0,0.0,1.0,0.0,0.10295102580958426
281,0.0,0.0,1.0,0.0,1.0,0.0,-0.13608071384489562
282,0.0,0.0,1.0,1.0,0.0,0.0,-0.045549295814360624
283,0.0,0.0,1.0,0.0,0.0,1.0,-0.3696915970968301
284,0.0,0.0,1.0,1.0,0.0,0.0,-0.2925275414247083
285,0.0,0.0,1.0,0.0,1.0,0.0,0.06690355012889837
286,0.0,0.0,1.0,0.0,1.0,0.0,-0.12471138198083866
287,0.0,1.0,0.0,0.0,1.0,0.0,0.3022865569129564
288,1.0,0.0,0.0,1.0,0.0,0.0,0.0061920973469777865
289,0.0,1.0,0.0,0.0,1.0,0.0,0.22040679273399452
290,0.0,1.0,0.0,1.0,0.0,0.0,0.20043546092832887
291,1.0,0.0,0.0,0.0,1.0,0.0,-0.042383207971131376
292,0.0,1.0,0.0,0.0,1.0,0.0,-0.012120668327713524
293,1.0,0.0,0.0,1.0,0.0,0.0,0.040309065720769637
294,0.0,0.0,1.0,1.0,0.0,0.0,-0.1775788942424209
295,0.0,1.0,0.0,0.0,1.0,0.0,0.03486838597841402
296,1.0,0.0,0.0,1.0,0.0,0.0,0.19527571265665256
297,0.0,1.0,0.0,0.0,0.0,1.0,0.09082769412778856
298,1.0,0.0,0.0,0.0,1.0,0.0,-0.033192528296092434
299,0.0,0.0,1.0,0.0,1.0,0.0,0.19165085864340534
300,0.0,0.0,1.0,0.0,0.0,1.0,0.09096118207121008
301,0.0,1.0,0.0,0.0,1.0,0.0,-0.009115351179384557
302,0.0,1.0,0.0,1.0,0.0,0.0,0.11543723452346065
303,0.0,0.0,1.0,0.0,0.0,1.0,0.37262720502378266
304,1.0,0.0,0.0,0.0,1.0,0.0,-0.07716842579361982
305,0.0,0.0,1.0,0.0,1.0,0.0,0.15151479593679285
306,0.0,1.0,0.0,0.0,0.0,1.0,0.23751667818760105
307,0.0,1.0,0.0,1.0,0.0,0.0,0.1512003323751152
308,1.0,0.0,0.0,0.0,1.0,0.0,-0.06117217871886715
309,0.0,1.0,0.0,0.0,1.0,0.0,-0.1538141690623086
310,0.0,1.0,0.0,0.0,0.0,1.0,-0.0021793510905779856
311,1.0,0.0,0.0,0.0,0.0,1.0,1.0170941590418836
312,0.0,1.0,0.0,1.0,0.0,0.0,-0.19525569573522567
313,1.0,0.0,0.0,0.0,1.0,0.0,0.07815300327909835
314,0.0,0.0,1.0,0.0,0.0,1.0,-0.10672144116791273
315,0.0,1.0,0.0,0.0,0.0,1.0,-0.03689609726147902
316,0.0,1.0,0.0,0.0,0.0,1.0,0.6464436179935961
317,0.0,1.0,0.0,1.0,0.0,0.0,0.21139825143803306
318,1.0,0.0,0.0,1.0,0.0,0.0,0.26288876588471843
319,1.0,0.0,0.0,1.0,0.0,0.0,0.17136301388519792
320,0.0,1.0,0.0,0.0,1.0,0.0,0.31371259105212723
321,1.0,0.0,0.0,0.0,1.0,0.0,0.10432137573918454
322,0.0,0.0,1.0,0.0,0.0,1.0,0.045132137136733814
323,0.0,0.0,1.0,0.0,0.0,1.0,-0.09213837969227544
324,1.0,0.0,0.0,1.0,0.0,0.0,-0.1726430620304984
325,1.0,0.0,0.0,1.0,0.0,0.0,0.03309172629052126
326,0.0,1.0,0.0,0.0,0.0,1.0,-0.2325160746170558
327,0.0,1.0,0.0,1.0,0.0,0.0,0.2435635107337646
328,0.0,0.0,1.0,1.0,0.0,0.0,0.2774574167480959
329,0.0,1.0,0.0,0.0,1.0,0.0,0.19906323626701428
330,1.0,0.0,0.0,1.0,0.0,0.0,-0.15134062188071473
331,0.0,0.0,1.0,0.0,0.0,1.0,0.2513792996386304
332,0.0,1.0,0.0,0.0,0.0,1.0,-0.025944241272569446
333,0.0,1.0,0.0,0.0,1.0,0.0,0.15211803825341852
334,1.0,0.0,0.0,0.0,1.0,0.0,-0.06355971288828133
335,1.0,0.0,0.0,1.0,0.0,0.0,-0.03167994458375745
336,0.0,0.0,1.0,0.0,1.0,0.0,-0.12178610149196988
337,0.0,1.0,0.0,1.0,0.0,0.0,-0.17964814536793428
338,1.0,0.0,0.0,0.0,0.0,1.0,0.3027739525926326
339,0.0,1.0,0.0,0.0,1.0,0.0,0.049111149307339175
340,1.0,0.0,0.0,0.0,1.0,0.0,-0.03929716220460144
341,0.0,1.0,0.0,0.0,1.0,0.0,-0.09571809436080758
342,0.0,0.0,1.0,1.0,0.0,0.0,-0.07463218631482704
343,1.0,0.0,0.0,1.0,0.0,0.0,-0.14825002039657353
344,0.0,1.0,0.0,1.0,0.0,0.0,0.2999964924398538
345,1.0,0.0,0.0,1.0,0.0,0.0,0.156853955963984
346,1.0,0.0,0.0,0.0,1.0,0.0,0.19859795397670146
347,0.0,0.0,1.0,0.0,0.0,1.0,-0.0019207076362447448
348,1.0,0.0,0.0,0.0,1.0,0.0,-0.0731752069194681
349,0.0,1.0,0.0,0.0,1.0,0.0,0.3800778051159908
350,0.0,1.0,0.0,0.0,1.0,0.0,-0.043285795667039495
351,1.0,0.0,0.0,1.0,0.0,0.0,-0.07017212711564691
352,0.0,0.0,1.0,1.0,0.0,0.0,-0.10503489489046236
353,1.0,0.0,0.0,0.0,1.0,0.0,-0.1621556720390338
354,1.0,0.0,0.0,0.0,1.0,0.0,-0.016430652613442343
355,0.0,1.0,0.0,0.0,1.0,0.0,0.20579877051826603
356,0.0,0.0,1.0,0.0,0.0,1.0,-0.04374087231336243
357,1.0,0.0,0.0,1.0,0.0,0.0,0.09071977797438424
358,0.0,0.0,1.0,0.0,1.0,0.0,0.021724651903353487
359,0.0,1.0,0.0,0.0,0.0,1.0,0.2420792671885329
360,0.0,1.0,0.0,0.0,1.0,0.0,-0.061493414359529486
361,0.0,0.0,1.0,1.0,0.0,0.0,-0.23315470204467406
362,1.0,0.0,0.0,1.0,0.0,0.0,0.02006795159035069
363,1.0,0.0,0.0,0.0,1.0,0.0,0.2387947089529491
364,0.0,1.0,0.0,0.0,1.0,0.0,0.11736722885461535
365,0.0,1.0,0.0,1.0,0.0,0.0,0.02795063528585473
366,0.0,1.0,0.0,0.0,0.0,1.0,-0.08475768879408008
367,0.0,0.0,1.0,0.0,0.0,1.0,-0.10276326111711433
368,0.0,1.0,0.0,0.0,1.0,0.0,0.07778692609708715
369,0.0,1.0,0.0,1.0,0.0,0.0,-0.03287458748730243
370,0.0,1.0,0.0,0.0,0.0,1.0,-0.10824901627477868
371,1.0,0.0,0.0,0.0,1.0,0.0,0.260839668603689
372,1.0,0.0,0.0,0.0,1.0,0.0,0.01865536846134708
373,0.0,0.0,1.0,0.0,0.0,1.0,0.19443294921191911
374,0.0,0.0,1.0,0.0,0.0,1.0,0.07352907929027007
375,1.0,0.0,0.0,0.0,1.0,0.0,-0.11667743860740565
376,0.0,1.0,0.0,0.0,0.0,1.0,0.3833966972537677
377,0.0,1.0,0.0,0.0,0.0,1.0,0.0988251646764704
378,0.0,0.0,1.0,0.0,1.0,0.0,0.004381025569793695
379,0.0,0.0,1.0,0.0,0.0,1.0,0.0988220969431174
380,0.0,1.0,0.0,1.0,0.0,0.0,-0.059277203708848265
381,0.0,1.0,0.0,0.0,1.0,0.0,-0.06229574482542266
382,0.0,0.0,1.0,0.0,1.0,0.0,-0.1909444431435987
383,0.0,1.0,0.0,1.0,0.0,0.0,0.06666045288302724
384,0.0,1.0,0.0,0.0,1.0,0.0,-0.053742646299220535
385,0.0,1.0,0.0,0.0,1.0,0.0,-0.159181930173521
386,0.0,0.0,1.0,0.0,1.0,0.0,-0.058799196054818974
387,0.0,0.0,1.0,1.0,0.0,0.0,-0.08531327652690003
388,0.0,0.0,1.0,1.0,0.0,0.0,0.20403095400646
